-2.39097;2.46846
-2.39097;2.46846
-2.39097;2.46846
-2.39097;2.46846
-2.39097;2.46846
-2.39097;2.46846
-2.39097;2.46846
-2.39097;2.46846
-2.39097;2.46846
-2.39097;2.46846
-2.39097;2.46846
-2.39097;2.46846
-2.39097;2.46846
-2.39097;2.46846
-2.39097;2.46846
-2.39097;2.46846
-2.39097;2.46846
-2.39097;2.46846
-2.39097;2.46846
-2.39097;2.46846
-2.39097;2.46846
-2.39097;2.46846
-2.39097;2.46846
-2.39097;2.46846
-2.39097;2.46846
-2.39097;2.46846
-2.39097;2.46846
-2.39097;2.46846
-2.39097;2.46846
-2.39097;2.46846
-2.39097;2.46846
-2.39097;2.46846
-2.3811;2.47007
-2.37123;2.47169
-2.36137;2.4733
-2.3515;2.47491
-2.34163;2.47652
-2.33176;2.47813
-2.32189;2.47974
-2.31202;2.48136
-2.30215;2.48297
-2.29228;2.48458
-2.28241;2.48619
-2.27254;2.4878
-2.26267;2.48941
-2.2528;2.49103
-2.24293;2.49264
-2.23306;2.49425
-2.22319;2.49586
-2.21333;2.49747
-2.20346;2.49908
-2.19359;2.5007
-2.18372;2.50231
-2.17385;2.50392
-2.16398;2.50553
-2.15411;2.50714
-2.14424;2.50875
-2.13437;2.51037
-2.1245;2.51198
-2.11463;2.51359
-2.10476;2.5152
-2.09489;2.51681
-2.08502;2.51842
-2.07515;2.52004
-2.06528;2.52165
-2.05542;2.52326
-2.04555;2.52487
-2.03568;2.52648
-2.02581;2.5281
-2.01594;2.52971
-2.00607;2.53132
-1.9962;2.53293
-1.98633;2.53454
-1.97646;2.53615
-1.96659;2.53777
-1.95672;2.53938
-1.94685;2.54099
-1.93698;2.5426
-1.92712;2.54421
-1.91725;2.54582
-1.90738;2.54744
-1.89751;2.54905
-1.88764;2.55066
-1.87777;2.55227
-1.8679;2.55388
-1.85803;2.55549
-1.84816;2.55711
-1.83829;2.55872
-1.82842;2.56033
-1.81855;2.56194
-1.80868;2.56355
-1.79882;2.56516
-1.78895;2.56678
-1.77908;2.56839
-1.76921;2.57
-1.75934;2.57161
-1.74947;2.57322
-1.7396;2.57483
-1.72973;2.57645
-1.71986;2.57806
