Duration of lap 0.0112902 s-0.944913;-2.81985
-0.944913;-2.81985
-0.944913;-2.81985
-0.944913;-2.81985
-0.944913;-2.81985
-0.944913;-2.81985
-0.944913;-2.81985
-0.944913;-2.81985
-0.944913;-2.81985
-0.944913;-2.81985
-0.944913;-2.81985
-0.944913;-2.81985
-0.944913;-2.81985
-0.944913;-2.81985
-0.944913;-2.81985
-0.944913;-2.81985
-0.944913;-2.81985
-0.944913;-2.81985
-0.944913;-2.81985
-0.944913;-2.81985
-0.944913;-2.81985
-0.944913;-2.81985
-0.944913;-2.81985
-0.939914;-2.81973
-0.934916;-2.81962
-0.929916;-2.81953
-0.924917;-2.81946
-0.919917;-2.81939
-0.914918;-2.81935
-0.909918;-2.81931
-0.904918;-2.81929
-0.899918;-2.81929
-0.894918;-2.8193
-0.889918;-2.81932
-0.884918;-2.81936
-0.879918;-2.81941
-0.874919;-2.81947
-0.86992;-2.81955
-0.86492;-2.81965
-0.859922;-2.81976
-0.854923;-2.81988
-0.849925;-2.82001
-0.844927;-2.82017
-0.83993;-2.82033
-0.834933;-2.82051
-0.829937;-2.8207
-0.824941;-2.8209
-0.819945;-2.8211
-0.81495;-2.82132
-0.809955;-2.82155
-0.804961;-2.82179
-0.799967;-2.82203
-0.794973;-2.82229
-0.789981;-2.82255
-0.784988;-2.82283
-0.779996;-2.82312
-0.775005;-2.82341
-0.770014;-2.82372
-0.765024;-2.82403
-0.760035;-2.82435
-0.755046;-2.82469
-0.750058;-2.82503
-0.74507;-2.82538
-0.740083;-2.82574
-0.735097;-2.82612
-0.730111;-2.82649
-0.725126;-2.82687
-0.72014;-2.82725
-0.715155;-2.82764
-0.71017;-2.82803
-0.705186;-2.82842
-0.700202;-2.82882
-0.695217;-2.82922
-0.690234;-2.82962
-0.68525;-2.83002
-0.680267;-2.83043
-0.675284;-2.83085
-0.670301;-2.83126
-0.665319;-2.83168
-0.660337;-2.8321
-0.655355;-2.83253
-0.650374;-2.83296
-0.645392;-2.83339
-0.640411;-2.83383
-0.635431;-2.83427
-0.63045;-2.83471
-0.62547;-2.83515
-0.62049;-2.8356
-0.61551;-2.83605
-0.61053;-2.8365
-0.605551;-2.83695
-0.600572;-2.8374
-0.595593;-2.83786
-0.590614;-2.83832
-0.585635;-2.83878
-0.580657;-2.83925
-0.575679;-2.83971
-0.570701;-2.84018
-0.565723;-2.84066
-0.560745;-2.84113
-0.555768;-2.8416
-0.550791;-2.84208
-0.545814;-2.84256
-0.540838;-2.84305
-0.535861;-2.84353
-0.530885;-2.84402
-0.525909;-2.84451
-0.520933;-2.845
-0.515957;-2.84549
-0.510982;-2.84599
-0.506007;-2.84648
-0.501031;-2.84698
-0.496057;-2.84748
-0.491082;-2.84798
-0.486107;-2.84849
-0.481133;-2.84899
-0.476158;-2.8495
-0.471184;-2.85001
-0.466211;-2.85052
-0.461237;-2.85103
-0.456263;-2.85154
-0.45129;-2.85206
-0.446317;-2.85258
-0.441344;-2.8531
-0.436371;-2.85362
-0.431398;-2.85414
-0.426425;-2.85466
-0.421452;-2.85517
-0.416479;-2.85569
-0.411506;-2.85621
